study_hours,sleep_hours,attendance_percentage,assignments_completed,screen_time,coding_interest,logical_reasoning,creativity_score,communication_skill,stress_level,performance_score,career,Data Science,Backend Development,Cybersecurity,UI/UX Design,Web Development,Cloud Computing,Mobile Development,Game Development,DevOps Engineering,Software Testing,recommended_career
3,5,56,5,6,7,6,1,2,6,47.73165851919333,Backend Development,47.769144894741025,39.256198347107436,36.93815001207128,15.254237288135592,31.60919540229885,32.12199338282037,34.28571428571428,35.16483516483518,22.2857142857143,40.625,Data Science
3,4,75,2,8,5,6,3,8,5,31.378093811005918,Software Testing,31.366597265254164,44.62809917355371,39.23150554151315,46.89265536723165,45.40229885057471,39.55509729740976,48.00000000000001,41.758241758241766,46.0,50.62500000000001,Software Testing
7,5,96,4,10,5,1,2,5,10,39.48778558801095,DevOps Engineering,29.37133367052277,50.0,48.105525527050915,35.02824858757062,41.37931034482759,55.180279877816105,45.714285714285715,36.26373626373626,64.57142857142858,18.125000000000004,DevOps Engineering
4,6,99,9,5,7,2,8,7,2,57.21457067640075,UI/UX Design,47.365649908468875,68.18181818181817,67.4305475952206,66.10169491525426,62.06896551724138,72.45796580772377,59.999999999999986,59.34065934065935,84.85714285714285,53.75000000000001,DevOps Engineering
8,8,61,8,9,3,4,9,6,3,71.22610873460687,DevOps Engineering,57.25873115708359,28.09917355371901,54.23025706579049,70.05649717514125,56.89655172413792,49.26576872311635,56.57142857142856,61.53846153846154,32.28571428571428,50.62500000000001,UI/UX Design
7,6,80,10,1,6,3,2,1,2,75.8900427746097,DevOps Engineering,63.759281623756614,53.30578512396693,68.48430363183,7.344632768361581,17.81609195402299,67.8040592360863,17.14285714285714,21.978021978021978,61.142857142857146,40.625,Cybersecurity
5,6,66,2,9,7,1,2,6,1,36.534814315753955,Mobile Development,29.668138530183718,29.338842975206614,33.040763720599976,38.983050847457626,48.85057471264368,31.43216963444033,52.57142857142857,40.659340659340664,26.571428571428584,30.000000000000004,Mobile Development
7,8,82,4,10,1,8,10,7,7,61.76026762411673,UI/UX Design,54.03404469025775,45.454545454545446,64.00016831705456,77.96610169491525,56.32183908045978,64.2710476219693,55.99999999999999,65.93406593406593,61.142857142857146,53.75,UI/UX Design
3,8,60,7,7,2,7,9,4,3,44.17523613077239,DevOps Engineering,37.971093074606884,31.40495867768595,40.36178373004552,58.75706214689266,44.82758620689655,35.835870968744885,43.42857142857143,57.14285714285716,35.42857142857142,53.75000000000001,UI/UX Design
2,7,77,5,4,4,4,4,8,7,40.00285470856736,DevOps Engineering,31.59400458620854,40.9090909090909,42.14016019406752,44.067796610169495,35.63218390804598,43.373403290240546,35.42857142857142,31.868131868131865,47.428571428571416,45.62500000000001,DevOps Engineering
6,7,81,3,3,8,9,5,8,7,69.52863262975372,Data Science,74.40177245597704,69.42148760330576,69.51486328915328,51.977401129943516,52.87356321839081,68.89258364827305,51.42857142857142,52.74725274725276,60.28571428571426,67.5,Data Science
2,6,50,7,10,10,4,9,7,8,25.538130512947127,UI/UX Design,31.23137010244379,40.9090909090909,15.432786486130265,83.05084745762713,89.08045977011496,11.261170324465201,89.14285714285714,86.81318681318682,10.85714285714286,53.75000000000001,Mobile Development
3,6,96,10,11,6,1,6,2,1,52.644922608004116,Web Development,39.37802898279486,60.74380165289257,62.040831828933406,48.02259887005651,56.32183908045977,66.6541340680139,58.857142857142854,59.34065934065935,80.85714285714288,36.25000000000001,DevOps Engineering
6,4,77,2,6,1,10,10,6,5,60.31788599022708,Cybersecurity,56.55002502739301,44.628099173553714,63.72194087435664,67.79661016949152,45.40229885057472,61.998781550563166,42.857142857142854,59.34065934065935,56.85714285714285,56.87500000000001,UI/UX Design
5,4,91,2,1,10,1,9,6,10,45.673987419943174,Game Development,42.26188932298797,59.91735537190082,48.8515644150586,64.40677966101696,66.66666666666667,54.42304750429003,61.71428571428572,63.73626373626373,54.57142857142857,22.5,Web Development
8,7,56,3,3,5,1,9,7,9,52.096884655715336,UI/UX Design,39.730704882603085,15.702479338842975,31.50747462623606,65.53672316384181,52.87356321839081,28.29791622807801,49.14285714285714,51.64835164835164,6.857142857142853,23.125000000000004,UI/UX Design
9,9,51,8,2,7,1,7,6,7,67.63740948184372,Game Development,56.01903428136074,24.380165289256205,39.39459715839227,52.542372881355924,50.0,33.796777799333555,46.857142857142854,47.25274725274726,8.571428571428562,37.50000000000001,Data Science
3,9,91,4,11,6,4,10,2,1,51.214905134657776,Web Development,44.504730463695246,57.85123966942148,61.77038058783507,68.36158192090396,70.11494252873564,64.53308653294397,70.28571428571428,80.21978021978023,71.14285714285714,34.37500000000001,Game Development
3,7,73,7,9,9,1,9,8,8,26.94010620716228,UI/UX Design,24.78225044713899,47.93388429752066,27.006356105133523,83.61581920903954,84.48275862068965,28.928015104992667,84.0,78.02197802197803,37.71428571428572,42.50000000000001,Web Development
3,4,53,5,3,8,2,5,4,3,39.62259372487038,DevOps Engineering,34.93878096475597,28.512396694214882,26.806662720044265,38.418079096045204,45.97701149425288,22.116768717504538,44.57142857142857,45.05494505494506,12.571428571428566,34.37500000000001,Web Development
6,4,93,2,2,4,4,5,9,4,52.97264548242671,DevOps Engineering,43.79547531937513,50.41322314049588,62.246946844293525,49.15254237288135,36.20689655172414,65.97847001868973,34.285714285714285,31.868131868131872,68.57142857142856,45.0,DevOps Engineering
1,9,68,7,4,5,7,8,8,4,45.43110163786759,UI/UX Design,43.372896778471805,47.93388429752066,45.55415197350165,65.5367231638418,53.448275862068975,43.04386261548564,50.857142857142854,56.04395604395606,45.999999999999986,68.75,Software Testing
7,5,75,8,2,7,2,10,3,10,41.596937014372564,Game Development,36.73951165341974,47.10743801652891,37.48235032350477,57.62711864406781,55.172413793103445,39.24895505151157,50.28571428571428,61.53846153846154,42.28571428571428,28.750000000000004,Game Development
1,5,60,7,1,8,8,4,3,8,40.24397940412165,Data Science,46.868383560186395,54.132231404958674,36.00250276988783,26.553672316384187,36.20689655172414,32.41727919545917,34.285714285714285,42.85714285714286,33.142857142857146,56.250000000000014,Software Testing
5,4,89,3,6,5,7,9,8,1,56.062463761230276,UI/UX Design,53.74964034123185,60.33057851239669,67.33488286869832,74.01129943502825,61.49425287356321,68.62389842145838,59.42857142857143,64.83516483516483,72.85714285714285,62.5,UI/UX Design
8,5,99,10,10,9,9,7,2,8,78.5612986800397,Data Science,84.31134034026311,96.28099173553717,85.88760923272937,54.802259887005654,69.54022988505747,89.22841422480676,70.85714285714286,80.21978021978023,95.14285714285714,66.25000000000001,Backend Development
4,8,92,5,8,10,6,7,9,9,47.55987845822525,Game Development,53.61756931668332,78.92561983471073,57.584829219009606,76.27118644067798,81.03448275862068,61.85007403932289,81.14285714285714,75.82417582417584,71.14285714285714,62.5,Mobile Development
5,7,60,0,10,4,4,3,4,9,30.92194089793418,DevOps Engineering,26.068612216924592,20.661157024793386,24.479208111908292,35.59322033898306,39.08045977011495,22.5774875492416,42.857142857142854,40.65934065934067,14.285714285714276,18.125,Mobile Development
4,7,94,3,10,4,6,4,6,5,41.33562441628298,DevOps Engineering,37.836140260167845,58.26446280991735,57.44378894105849,47.45762711864407,45.97701149425288,61.720820989212086,49.142857142857146,47.25274725274726,74.57142857142858,45.625,DevOps Engineering
4,4,52,7,2,8,4,7,3,4,51.191334467105506,Game Development,48.64805474369974,35.95041322314049,35.34046192899717,43.50282485875706,48.85057471264369,29.505091911876374,45.714285714285715,53.84615384615387,17.142857142857142,43.75000000000001,Game Development
8,6,61,0,9,1,7,5,3,4,61.92681982824026,DevOps Engineering,52.603365157680535,20.247933884297513,51.52630177876747,37.28813559322034,29.885057471264364,46.499607970167304,32.0,40.659340659340664,25.999999999999986,30.625000000000004,Data Science
2,9,52,2,3,8,9,3,3,9,38.0293333957517,Data Science,47.74131981873615,44.21487603305784,30.20712792185642,24.858757062146896,37.356321839080465,24.80076852781077,37.142857142857146,43.95604395604396,15.714285714285703,46.87500000000001,Data Science
1,4,91,0,8,5,3,1,10,8,19.046418781202128,DevOps Engineering,14.460916008353403,46.694214876033044,35.8782508057875,43.50282485875707,41.954022988505756,41.95759007562083,45.714285714285715,29.670329670329675,57.42857142857143,35.0,DevOps Engineering
3,5,76,8,8,1,3,7,2,10,32.658056547549705,DevOps Engineering,18.839800051088275,30.99173553719008,33.74720537581743,42.37288135593221,32.758620689655174,35.97006141069148,33.14285714285713,42.85714285714286,45.714285714285715,22.5,DevOps Engineering
9,9,98,1,3,4,2,6,8,10,58.884776995080315,DevOps Engineering,45.807768105730275,47.52066115702479,62.82061446231467,52.54237288135594,40.229885057471265,69.09785417583879,38.285714285714285,36.263736263736284,65.14285714285714,23.125000000000004,Cloud Computing
4,6,51,8,3,2,1,10,9,7,42.46929189704764,UI/UX Design,24.674971025253026,7.851239669421488,23.56559238808028,74.01129943502825,47.70114942528736,19.290658153917953,43.42857142857143,46.153846153846146,8.571428571428562,40.62500000000001,UI/UX Design
5,5,98,3,6,4,1,7,8,3,42.26688746248908,DevOps Engineering,28.678747394067994,47.10743801652893,55.51376569967867,62.71186440677966,50.57471264367817,61.537110929388504,49.71428571428572,46.15384615384615,72.00000000000001,32.50000000000001,DevOps Engineering
2,8,65,1,1,8,3,2,10,4,34.16788054356818,DevOps Engineering,32.242992488787365,36.36363636363637,31.5521261280303,40.11299435028249,41.379310344827594,29.923850457388003,40.57142857142857,28.57142857142858,25.14285714285713,46.25000000000001,Software Testing
4,5,51,3,4,5,7,4,3,9,27.34631747873969,DevOps Engineering,30.821586872543495,28.92561983471074,20.34359589857843,28.24858757062147,31.034482758620697,15.761566270166968,30.85714285714286,38.461538461538474,11.714285714285708,36.875,Game Development
2,8,79,10,1,1,9,2,7,8,55.3783628490789,Software Testing,48.53388978089242,53.30578512396693,58.72853009376032,22.033898305084744,8.045977011494255,58.5754252732443,7.428571428571433,12.087912087912093,66.57142857142856,71.87500000000001,Software Testing
2,9,69,10,3,7,2,8,10,1,57.28658947269209,UI/UX Design,46.38141850774581,44.628099173553714,49.236848724963586,72.88135593220339,62.643678160919535,46.9951524338283,59.428571428571416,54.94505494505496,44.285714285714285,66.87500000000001,UI/UX Design
4,8,87,9,9,1,7,7,2,3,64.3224221200233,Cloud Computing,52.391847680046844,52.892561983471076,70.01410196227881,44.06779661016949,35.05747126436782,70.79102139482607,35.99999999999999,49.45054945054947,76.85714285714286,51.25000000000001,DevOps Engineering
6,9,77,5,5,9,1,1,4,10,45.67914936299321,DevOps Engineering,40.96538074133927,48.760330578512395,40.049779473580635,22.598870056497173,40.804597701149426,42.32227628990962,42.857142857142854,34.06593406593406,38.85714285714286,22.5,Backend Development
7,9,74,10,5,3,2,2,6,2,73.67731546728095,DevOps Engineering,54.48952992630408,35.537190082644635,62.06120469640312,27.683615819209045,23.563218390804597,60.33274666702072,25.14285714285714,19.780219780219788,50.571428571428555,48.125,Cybersecurity
3,9,81,6,11,3,6,2,5,2,41.8396819810557,DevOps Engineering,35.88850162840435,47.93388429752065,51.47149810129288,34.463276836158194,35.63218390804598,52.06898096890819,40.57142857142857,37.36263736263737,62.857142857142854,52.5,DevOps Engineering
3,9,59,2,4,6,5,4,9,8,32.82006493779496,DevOps Engineering,32.23169165392773,31.818181818181827,26.930858451443367,49.717514124293785,45.40229885057471,24.2478760448386,45.14285714285713,39.56043956043957,18.571428571428573,46.875000000000014,UI/UX Design
6,9,91,2,3,10,8,3,10,6,62.409727797110726,Data Science,70.40737872971768,80.16528925619834,70.69794201076147,50.847457627118644,57.4712643678161,72.85863273608688,57.14285714285714,49.45054945054947,72.00000000000001,70.625,Backend Development
3,5,89,9,5,6,2,1,4,6,43.15323684023946,DevOps Engineering,34.05231686852018,56.611570247933884,49.78190996241476,19.2090395480226,28.735632183908045,53.97881085892765,30.85714285714285,25.274725274725274,67.14285714285714,38.125,DevOps Engineering
2,9,82,7,11,6,1,2,5,4,38.180982015625624,DevOps Engineering,27.571284242276,45.45454545454547,42.25218994693437,37.853107344632775,47.70114942528736,44.916992516210726,52.57142857142857,41.75824175824176,53.99999999999999,34.37500000000001,DevOps Engineering
8,5,62,4,4,1,7,9,4,1,66.60911527479654,DevOps Engineering,56.257063002764404,26.033057851239672,56.986864952702234,52.542372881355924,33.9080459770115,51.359720619479276,30.85714285714286,47.25274725274726,35.714285714285715,47.5,Cybersecurity
5,9,90,3,8,5,6,1,8,7,48.352479370208435,Software Testing,45.65251190467664,58.26446280991735,58.08332035862167,36.72316384180791,38.50574712643678,61.442351222022154,42.285714285714285,32.967032967032964,67.14285714285714,50.625,DevOps Engineering
1,8,91,6,4,6,8,9,8,8,35.84056337655148,UI/UX Design,39.790799077763594,71.90082644628097,52.72991407330283,71.75141242937852,60.91954022988505,56.680439986485,57.71428571428571,64.83516483516483,76.0,66.87500000000001,DevOps Engineering
3,9,96,6,11,8,8,7,3,2,55.93294638114451,Data Science,60.151257883732455,82.64462809917354,72.28487193782675,58.75706214689265,69.54022988505749,75.17749070959339,71.42857142857143,78.02197802197804,88.28571428571428,61.25000000000001,DevOps Engineering
8,6,86,8,8,1,2,2,1,2,64.52265927936953,DevOps Engineering,44.22466314991548,36.363636363636346,63.85072910652172,13.559322033898304,13.793103448275865,65.43092753854151,17.142857142857142,19.780219780219788,64.85714285714285,24.999999999999996,Cloud Computing
4,9,65,8,6,5,8,2,6,1,65.40908253918005,Cybersecurity,62.60365586656016,49.58677685950413,59.37678147118242,31.63841807909604,33.9080459770115,54.27036457589628,36.00000000000001,35.16483516483517,47.71428571428572,73.12500000000001,Software Testing
7,9,94,4,11,3,6,5,2,4,59.45660402675398,DevOps Engineering,51.716230829781786,56.19834710743802,69.46956228097736,39.548022598870055,40.804597701149426,72.5974662978409,43.99999999999999,50.54945054945055,76.85714285714286,35.625,DevOps Engineering
2,8,71,7,5,2,9,5,2,6,49.93327142475112,DevOps Engineering,46.105716684756274,46.2809917355372,51.530359386635936,28.24858757062147,22.98850574712644,49.38517085000064,22.857142857142858,37.36263736263737,52.57142857142857,52.5,DevOps Engineering
7,7,69,9,4,8,7,4,3,5,71.472022626911,Backend Development,72.27673993453038,61.15702479338842,61.93208970245975,31.638418079096052,43.10344827586207,58.48531563510719,42.857142857142854,48.35164835164836,49.42857142857142,60.62500000000001,Data Science
5,8,99,0,4,7,2,10,8,4,57.415017287143165,UI/UX Design,48.0422774193286,57.02479338842975,66.29875301078187,77.96610169491525,68.39080459770115,71.70894368135052,64.57142857142857,65.93406593406593,70.28571428571428,31.875000000000007,UI/UX Design
5,6,92,8,4,10,8,10,3,4,71.99394140110844,Data Science,77.36593621509039,88.42975206611573,78.61254176170344,64.40677966101696,71.83908045977012,80.11178178738237,68.0,82.41758241758242,83.71428571428571,66.25000000000001,Backend Development
6,7,76,7,11,7,9,3,7,10,44.17829760142904,Mobile Development,52.79959878037131,66.94214876033058,48.53980981221952,50.847457627118644,58.62068965517242,48.661842997941804,62.85714285714285,58.241758241758255,56.28571428571427,69.37500000000001,Software Testing
9,4,90,5,9,5,7,4,10,7,60.08262703685553,Cloud Computing,58.96752042365239,63.636363636363626,66.7186333565129,60.451977401129945,54.59770114942529,69.21188878204931,57.14285714285714,49.45054945054947,71.99999999999999,66.25,DevOps Engineering
6,4,65,2,4,9,4,10,10,7,42.614926469230106,UI/UX Design,44.816875885699616,43.80165289256198,36.235802810836546,87.00564971751413,79.88505747126439,34.5042803857234,76.0,74.72527472527473,25.999999999999986,50.62500000000001,UI/UX Design
8,6,83,2,9,5,9,4,9,2,64.85656401173094,Cybersecurity,66.33423052879155,59.91735537190082,70.97897107656034,57.06214689265536,52.87356321839081,70.09023862347605,55.42857142857143,51.648351648351664,65.99999999999999,70.62500000000001,Cybersecurity
7,8,81,7,10,2,4,2,8,7,44.055290569028486,DevOps Engineering,33.71577993279325,40.08264462809917,47.20458526353993,41.80790960451978,34.48275862068966,49.167314449007776,38.85714285714286,29.670329670329675,55.999999999999986,48.125,DevOps Engineering
9,5,75,4,6,3,4,5,1,2,74.2730523496633,DevOps Engineering,60.1565427195283,34.71074380165288,65.58053606897063,27.683615819209045,27.586206896551722,63.55795524476271,27.999999999999996,37.36263736263737,47.428571428571416,26.25,Cybersecurity
4,6,74,9,10,4,9,5,7,4,59.762005180606636,Cybersecurity,58.45722484443699,57.85123966942148,60.856607031828084,55.93220338983051,51.14942528735633,58.508360334643584,53.714285714285715,54.94505494505496,61.42857142857141,78.12500000000001,Software Testing
2,7,51,10,7,5,8,5,7,1,54.71317552591167,Cybersecurity,53.21697575761918,40.49586776859504,43.84476448170546,51.9774011299435,48.27586206896552,36.00183027430069,49.14285714285714,50.54945054945056,30.571428571428562,81.25000000000001,Software Testing
7,7,61,6,10,3,4,10,8,5,49.45433127909293,UI/UX Design,39.74952101175987,25.61983471074381,39.27945363464965,83.61581920903957,66.0919540229885,35.8526405066818,65.71428571428571,68.13186813186815,27.7142857142857,49.375,UI/UX Design
6,9,89,4,3,7,8,1,10,1,78.63207689617113,Cybersecurity,77.60378002785247,71.07438016528924,82.78746974601957,37.28813559322035,38.50574712643678,82.64096651076146,39.428571428571416,30.769230769230777,76.28571428571429,78.12500000000001,Cybersecurity
1,4,58,7,8,5,8,6,5,4,31.570760562380272,Cybersecurity,34.63822709927454,42.56198347107438,31.80550978766056,51.977401129943516,50.57471264367817,27.418305799642805,51.42857142857142,57.14285714285715,33.71428571428571,63.75000000000001,Software Testing
9,7,61,9,3,5,7,2,10,9,73.91046473962776,Software Testing,69.75768550260885,44.62809917355371,55.91853128278474,40.11299435028249,33.9080459770115,51.245224633791196,34.285714285714285,27.472527472527474,34.571428571428555,73.75,Software Testing
9,6,75,9,1,6,10,7,9,8,80.82304095137026,Backend Development,83.21504701697,68.18181818181817,73.47361066123915,59.887005649717516,48.85057471264368,70.79137806995402,45.14285714285713,51.64835164835166,61.42857142857143,86.25,Software Testing
2,7,58,3,10,7,6,4,9,6,32.943586480914085,Mobile Development,35.7094732770251,38.42975206611571,28.895337409379934,61.016949152542374,63.21839080459769,25.327715550959134,66.28571428571426,57.14285714285716,22.2857142857143,57.50000000000001,Mobile Development
3,6,59,1,5,10,8,5,8,8,25.979780608440624,Data Science,40.41964796121173,52.47933884297521,26.40237774115763,57.62711864406781,65.51724137931035,23.33128565327991,65.14285714285715,62.637362637362635,23.142857142857146,59.375000000000014,Web Development
5,5,81,2,2,10,7,5,6,5,59.89926608771188,Backend Development,65.8473372717516,69.00826446280989,62.2007962815798,45.76271186440678,55.17241379310346,62.189778724905985,53.142857142857146,54.94505494505496,56.57142857142856,55.00000000000001,Backend Development
5,9,83,7,10,8,5,5,6,7,51.878626840948506,Mobile Development,51.78543717713915,64.46280991735537,54.640645811917324,57.06214689265536,65.51724137931035,56.414194144638905,68.0,63.736263736263744,60.857142857142854,53.75000000000001,Mobile Development
1,4,97,10,6,9,4,2,1,8,36.51532177621895,DevOps Engineering,37.456147428247654,80.16528925619836,51.89642879007482,19.209039548022595,41.37931034482759,58.2220874790887,43.42857142857144,43.95604395604396,82.28571428571428,41.25,DevOps Engineering
8,7,69,6,10,4,2,5,6,7,52.25576299365695,DevOps Engineering,40.11478844657066,29.752066115702476,42.29922200858929,52.54237288135594,49.42528735632184,41.501880687986706,52.000000000000014,47.25274725274726,33.428571428571416,33.12500000000001,UI/UX Design
8,6,88,1,9,5,8,3,4,4,66.41155146384648,Cybersecurity,65.46676285252235,59.91735537190082,72.58588142380282,35.02824858757062,40.804597701149426,73.4360527169144,43.99999999999999,46.15384615384615,68.0,45.625,Cloud Computing
4,8,51,5,1,5,9,4,4,5,62.18751600223922,Cybersecurity,62.17065532582128,37.1900826446281,47.28774591335801,26.55367231638418,25.86206896551725,39.58934639898515,24.000000000000004,34.06593406593407,21.99999999999999,58.750000000000014,Data Science
7,4,50,8,4,8,4,2,2,10,49.2850706738743,DevOps Engineering,48.72119916198486,35.537190082644635,29.110107342059305,18.079096045197744,34.48275862068966,24.0836142212532,35.42857142857142,36.26373626373628,10.57142857142857,35.625,Data Science
3,5,85,3,1,9,4,4,4,6,39.421412088750394,DevOps Engineering,40.76426269267122,61.57024793388428,47.43485037028326,31.07344632768362,41.95402298850575,50.38698103098005,40.0,41.758241758241766,56.85714285714285,35.625,Backend Development
6,6,73,8,1,7,5,9,5,6,64.79438981835739,Game Development,60.563353782108706,54.132231404958674,57.10338982286629,57.62711864406781,52.87356321839081,55.645181451502815,47.99999999999999,58.241758241758255,48.85714285714286,53.125,Data Science
9,9,76,1,8,5,2,8,5,9,58.548524413375766,DevOps Engineering,47.366134023039294,32.64462809917356,49.40158768136842,62.14689265536724,57.4712643678161,50.31615239964021,57.14285714285714,59.34065934065935,34.571428571428555,16.25,UI/UX Design
1,9,51,1,11,3,7,3,5,10,18.863727456872045,DevOps Engineering,19.000289573111097,19.834710743801654,14.379702803064188,39.548022598870055,39.08045977011495,10.440188735949308,43.42857142857143,42.85714285714287,7.999999999999992,34.37500000000001,Mobile Development
5,5,80,8,2,1,5,1,4,2,70.24518397102312,DevOps Engineering,53.372006305362476,40.08264462809917,67.44980123963718,8.47457627118644,1.724137931034482,66.56782937811133,2.285714285714288,5.494505494505497,62.28571428571428,47.49999999999999,Cybersecurity
4,5,63,6,1,9,6,1,1,6,53.83424738494625,Backend Development,56.692845838490534,52.892561983471076,45.17877194021777,5.649717514124294,26.436781609195403,41.691208867404185,26.285714285714285,30.76923076923077,33.71428571428572,42.5,Data Science
8,9,51,6,11,5,4,6,10,3,61.471252009049195,DevOps Engineering,53.28830484252448,23.96694214876033,41.805818873615856,74.01129943502825,66.0919540229885,34.99783977466813,68.57142857142857,59.34065934065935,15.142857142857144,60.62500000000001,UI/UX Design
1,7,78,0,8,9,8,3,8,2,39.975643359288995,Data Science,48.4797462409946,63.63636363636363,50.9280775844585,51.41242937853109,61.49425287356321,50.41823824742884,64.0,57.14285714285715,53.99999999999999,63.12500000000001,Mobile Development
9,7,64,10,4,10,8,4,3,6,79.1274111772997,Data Science,85.01319765160076,67.76859504132231,64.23107621213818,33.89830508474577,51.14942528735633,59.15124563533125,50.857142857142854,56.043956043956044,44.85714285714287,68.75,Data Science
6,6,61,5,3,4,5,1,2,4,51.39053904248754,DevOps Engineering,44.641781454579046,30.578512396694208,42.38398681917455,6.779661016949151,12.643678160919542,38.40953258933,13.714285714285712,17.582417582417587,29.14285714285713,35.0,Data Science
4,8,86,6,4,5,6,8,9,5,58.3439174000984,UI/UX Design,52.928835542213534,58.67768595041321,63.109382012640516,68.92655367231639,55.172413793103445,64.60744518737658,52.57142857142857,54.94505494505495,67.42857142857144,63.75000000000001,UI/UX Design
9,6,77,10,11,4,3,1,7,5,63.795917015950884,DevOps Engineering,51.72089688641841,44.21487603305786,57.104350324497425,37.28813559322035,39.65517241379311,56.94289165184488,45.142857142857146,32.96703296703298,54.285714285714285,53.125000000000014,Cybersecurity
5,8,69,5,5,2,1,5,9,3,45.31122953672864,DevOps Engineering,27.412811928219288,19.00826446280992,39.18945253882305,51.9774011299435,35.05747126436782,38.21972883961306,34.857142857142854,28.57142857142858,33.42857142857144,38.125,UI/UX Design
5,5,88,5,1,1,9,6,2,4,64.89753432776207,Cybersecurity,57.52255196361965,54.545454545454554,72.89153102374974,25.423728813559322,13.218390804597702,73.57206589496373,10.285714285714285,29.670329670329675,75.7142857142857,48.75,DevOps Engineering
5,4,73,1,11,8,9,2,9,3,55.50239632238129,Data Science,62.93657797027748,60.33057851239669,58.17760774992533,53.672316384180796,62.64367816091955,55.62097770742436,67.42857142857143,57.14285714285716,49.42857142857142,70.62500000000001,Software Testing
1,6,70,5,1,4,3,7,10,7,32.6860010693392,DevOps Engineering,23.28343007515167,32.231404958677686,31.87798809392403,61.01694915254239,42.52873563218391,32.095677849763234,38.85714285714286,37.36263736263737,35.42857142857142,47.5,UI/UX Design
1,6,59,3,3,5,4,7,9,1,36.82090603725665,DevOps Engineering,30.411596799631518,26.859504132231404,32.59176480330607,62.14689265536724,49.42528735632185,28.571127398995188,46.857142857142854,46.15384615384617,23.999999999999996,52.500000000000014,UI/UX Design
8,8,95,8,6,6,7,1,9,6,73.10890042414333,Cloud Computing,70.43274384362324,74.79338842975206,78.6848430340524,37.853107344632775,39.655172413793096,81.4748705614659,42.28571428571428,32.967032967032964,84.28571428571429,73.125,DevOps Engineering
8,5,63,0,1,8,2,4,10,4,45.95886760094786,DevOps Engineering,42.484187577193495,30.57851239669422,36.45211798801753,50.282485875706215,48.27586206896552,33.98205625414862,46.285714285714285,36.26373626373628,18.85714285714285,39.37500000000001,UI/UX Design
6,5,86,7,11,8,3,4,10,1,53.68551296320449,Mobile Development,49.553887687836635,61.157024793388416,58.92170626616634,67.23163841807909,71.26436781609196,60.62565588657321,74.85714285714286,59.34065934065935,66.28571428571429,65.00000000000001,Mobile Development
4,8,67,4,2,7,6,5,4,1,65.31914168214674,Backend Development,62.01325841931021,47.10743801652891,58.062353259211775,35.59322033898306,39.65517241379311,53.9303410271739,37.7142857142857,43.956043956043956,40.85714285714287,50.625,Data Science
2,5,73,0,7,4,8,1,10,5,33.02059610342333,Cybersecurity,34.46902901566775,42.97520661157025,41.52238748642977,40.67796610169492,35.63218390804598,40.78996893569068,38.85714285714286,29.670329670329675,44.285714285714285,59.375000000000014,Software Testing
2,9,63,3,1,6,1,1,3,5,37.577374991244895,DevOps Engineering,27.1002764407757,24.793388429752063,29.29394653537416,9.039548022598867,17.81609195402299,27.71030258861378,17.71428571428571,15.384615384615385,20.285714285714292,16.875000000000004,Cybersecurity
9,7,83,0,7,4,4,7,6,10,54.44596973050564,DevOps Engineering,46.50578641899127,39.66942148760331,53.11067278648155,57.6271186440678,49.42528735632185,55.58845517608394,49.142857142857146,51.648351648351664,46.28571428571428,23.125,UI/UX Design
5,9,61,5,4,7,1,9,3,7,40.95991935840692,Game Development,33.12114506152128,28.92561983471074,28.90560965937543,55.932203389830505,56.32183908045977,27.066235941444916,53.14285714285714,60.439560439560445,18.571428571428562,20.625,Game Development
4,4,71,1,10,1,2,1,9,4,33.592977080173775,DevOps Engineering,18.008695179725105,15.289256198347118,33.70627489319105,38.983050847457626,28.73563218390805,33.77116834592148,33.71428571428572,19.780219780219788,31.7142857142857,30.00000000000001,UI/UX Design
1,6,55,4,6,5,8,2,3,9,22.543652727654404,DevOps Engineering,27.594176842399904,36.363636363636346,21.096636935631693,21.46892655367231,28.73563218390805,17.46031857501695,30.85714285714286,35.16483516483517,20.85714285714287,43.75,Software Testing
7,4,85,6,8,10,6,6,2,4,68.09364684033143,Mobile Development,71.201163073005,74.3801652892562,69.24128732096318,47.45762711864407,65.51724137931035,69.79460912987403,66.28571428571428,71.42857142857143,66.85714285714285,49.37500000000001,Backend Development
3,6,94,1,9,10,9,6,8,7,41.87464721373183,Data Science,54.90361952842324,84.29752066115704,60.29852026020871,69.4915254237288,78.1609195402299,64.19288023846215,79.42857142857142,76.92307692307693,75.99999999999997,65.00000000000001,Backend Development
6,7,85,5,6,4,2,2,6,5,46.27872165455929,DevOps Engineering,34.41034273350455,41.735537190082646,49.86083122928257,30.508474576271176,29.885057471264364,52.7543064291408,32.0,25.274725274725284,56.57142857142856,33.12500000000001,DevOps Engineering
5,5,71,5,11,7,3,9,8,5,35.57965378088846,UI/UX Design,33.084522801904946,42.975206611570236,35.58468791250848,84.7457627118644,81.03448275862071,35.492595839128796,81.7142857142857,78.02197802197804,38.57142857142858,47.5,UI/UX Design
5,9,63,4,9,9,9,4,7,6,43.64183525504278,Data Science,55.50227318565317,59.09090909090908,42.54203475159924,54.802259887005654,65.51724137931035,38.84255634296413,68.0,64.83516483516483,36.857142857142854,69.37500000000001,Software Testing
